 s_acctbal |       s_name       |  n_name   | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
   4832.44 | Supplier#000001899 | Nation14  |     59393 | Manufacturer#1            | A136Zmkh4BV                              | 24-225-411-7898 | ccording to the furiously ironic instruction
   4801.02 | Supplier#000002246 | INDIA     |     42245 | Manufacturer#2            | GXk1ttT7 7BgRhvK X,7t                    | 18-257-298-6662 | olites haggle quickly. packages maintain furiously pending pinto beans? asymptotes sle
   4801.02 | Supplier#000002246 | INDIA     |     42245 | Manufacturer#2            | GXk1ttT7 7BgRhvK X,7t                    | 18-257-298-6662 | olites haggle quickly. packages maintain furiously pending pinto beans? asymptotes sle
   4801.02 | Supplier#000002246 | INDIA     |     42245 | Manufacturer#2            | GXk1ttT7 7BgRhvK X,7t                    | 18-257-298-6662 | olites haggle quickly. packages maintain furiously pending pinto beans? asymptotes sle
   4801.02 | Supplier#000002246 | INDIA     |     42245 | Manufacturer#2            | GXk1ttT7 7BgRhvK X,7t                    | 18-257-298-6662 | olites haggle quickly. packages maintain furiously pending pinto beans? asymptotes sle
   4801.02 | Supplier#000002246 | Nation8   |     42245 | Manufacturer#2            | GXk1ttT7 7BgRhvK X,7t                    | 18-257-298-6662 | olites haggle quickly. packages maintain furiously pending pinto beans? asymptotes sle
   4801.02 | Supplier#000002246 | Nation8   |     42245 | Manufacturer#2            | GXk1ttT7 7BgRhvK X,7t                    | 18-257-298-6662 | olites haggle quickly. packages maintain furiously pending pinto beans? asymptotes sle
   4761.36 | Supplier#000005232 | INDIA     |    197674 | Manufacturer#1            | xlSj2gbKDJQKLXbxsuA14uguomr5SMqhfNTL     | 18-746-919-8850 | tect blithely. pinto beans cajole unusual foxes. special platelets cajole! fi
   4761.36 | Supplier#000005232 | INDIA     |    197674 | Manufacturer#1            | xlSj2gbKDJQKLXbxsuA14uguomr5SMqhfNTL     | 18-746-919-8850 | tect blithely. pinto beans cajole unusual foxes. special platelets cajole! fi
   4761.36 | Supplier#000005232 | INDIA     |    197674 | Manufacturer#1            | xlSj2gbKDJQKLXbxsuA14uguomr5SMqhfNTL     | 18-746-919-8850 | tect blithely. pinto beans cajole unusual foxes. special platelets cajole! fi
   4761.36 | Supplier#000005232 | INDIA     |    197674 | Manufacturer#1            | xlSj2gbKDJQKLXbxsuA14uguomr5SMqhfNTL     | 18-746-919-8850 | tect blithely. pinto beans cajole unusual foxes. special platelets cajole! fi
   4761.36 | Supplier#000005232 | Nation8   |    197674 | Manufacturer#1            | xlSj2gbKDJQKLXbxsuA14uguomr5SMqhfNTL     | 18-746-919-8850 | tect blithely. pinto beans cajole unusual foxes. special platelets cajole! fi
   4761.36 | Supplier#000005232 | Nation8   |    197674 | Manufacturer#1            | xlSj2gbKDJQKLXbxsuA14uguomr5SMqhfNTL     | 18-746-919-8850 | tect blithely. pinto beans cajole unusual foxes. special platelets cajole! fi
   4742.58 | Supplier42         | Nation6   |        16 | Manufacturer#3            | Address 42                               | 317367646       | Supplier comment 42
   4742.58 | Supplier42         | Nation6   |        16 | Manufacturer#3            | Address 42                               | 317367646       | Supplier comment 42
   4734.89 | Supplier#000009309 | Nation6   |    169308 | Manufacturer#4            | ImYmBxbianlOcHdBDUl                      | 16-560-442-4703 |  detect according to the furiousl
   4734.89 | Supplier#000009309 | Nation6   |    169308 | Manufacturer#4            | ImYmBxbianlOcHdBDUl                      | 16-560-442-4703 |  detect according to the furiousl
   4710.62 | Supplier#000000196 | CHINA     |     95177 | Manufacturer#3            | TQX4fMwB5tXoz4Fi4CEhALhi6                | 28-430-406-1127 | ke fluffily regular requests. furiously final
   4710.62 | Supplier#000000196 | CHINA     |     95177 | Manufacturer#3            | TQX4fMwB5tXoz4Fi4CEhALhi6                | 28-430-406-1127 | ke fluffily regular requests. furiously final
   4694.02 | Supplier#000001048 | INDONESIA |     16045 | Manufacturer#5            | f172BTkk1PgyO06NwAt                      | 19-493-938-3406 | out the ironic packages. regular foxes sleep quickly alongside of the ir
   4694.02 | Supplier#000001048 | INDONESIA |     16045 | Manufacturer#5            | f172BTkk1PgyO06NwAt                      | 19-493-938-3406 | out the ironic packages. regular foxes sleep quickly alongside of the ir
   4694.02 | Supplier#000001048 | INDONESIA |     16045 | Manufacturer#5            | f172BTkk1PgyO06NwAt                      | 19-493-938-3406 | out the ironic packages. regular foxes sleep quickly alongside of the ir
   4694.02 | Supplier#000001048 | INDONESIA |     16045 | Manufacturer#5            | f172BTkk1PgyO06NwAt                      | 19-493-938-3406 | out the ironic packages. regular foxes sleep quickly alongside of the ir
   4669.83 | Supplier#000007986 | Nation13  |     15484 | Manufacturer#2            |  m0VcPrxNk3sdFv                          | 23-915-184-8068 | c tithes kindle slyly about the final, unusual dolphins. carefully regular deposits 
   4669.83 | Supplier#000007986 | Nation13  |     15484 | Manufacturer#2            |  m0VcPrxNk3sdFv                          | 23-915-184-8068 | c tithes kindle slyly about the final, unusual dolphins. carefully regular deposits 
   4668.72 | Supplier#000001542 | INDONESIA |    189023 | Manufacturer#5            | RsQTMZbEs4j924                           | 19-766-450-1320 | to the accounts impress carefully furiously even pinto beans. blithely special instructions cajole
   4668.72 | Supplier#000001542 | INDONESIA |    189023 | Manufacturer#5            | RsQTMZbEs4j924                           | 19-766-450-1320 | to the accounts impress carefully furiously even pinto beans. blithely special instructions cajole
   4668.72 | Supplier#000001542 | INDONESIA |    189023 | Manufacturer#5            | RsQTMZbEs4j924                           | 19-766-450-1320 | to the accounts impress carefully furiously even pinto beans. blithely special instructions cajole
   4668.72 | Supplier#000001542 | INDONESIA |    189023 | Manufacturer#5            | RsQTMZbEs4j924                           | 19-766-450-1320 | to the accounts impress carefully furiously even pinto beans. blithely special instructions cajole
   4663.08 | Supplier#000000255 | CHINA     |     15252 | Manufacturer#1            | qx16XyCEUh9OawVeQWOlGlhAU32iHFPNkO       | 28-629-327-4139 | s boost. ironic pinto beans along the slyly unusual foxes haggle regular, final asymptotes. reque
   4663.08 | Supplier#000000255 | CHINA     |     15252 | Manufacturer#1            | qx16XyCEUh9OawVeQWOlGlhAU32iHFPNkO       | 28-629-327-4139 | s boost. ironic pinto beans along the slyly unusual foxes haggle regular, final asymptotes. reque
   4634.14 | Supplier#000001315 | Nation13  |    106294 | Manufacturer#4            | tG2KWW3xDZaTc22                          | 23-296-446-2673 | ptotes about the carefully ironic theodolites haggle fluffily even theodolites. f
   4634.14 | Supplier#000001315 | Nation13  |    106294 | Manufacturer#4            | tG2KWW3xDZaTc22                          | 23-296-446-2673 | ptotes about the carefully ironic theodolites haggle fluffily even theodolites. f
   4627.46 | Supplier#000001742 | Nation21  |      9241 | Manufacturer#2            | sbLubkV9ZTNbLsak6yM4oMz                  | 31-253-408-5060 | des impress carefully final accounts! furiously regular deposits
   4627.46 | Supplier#000001742 | Nation21  |      9241 | Manufacturer#2            | sbLubkV9ZTNbLsak6yM4oMz                  | 31-253-408-5060 | des impress carefully final accounts! furiously regular deposits
   4627.46 | Supplier#000001742 | Nation21  |    189223 | Manufacturer#4            | sbLubkV9ZTNbLsak6yM4oMz                  | 31-253-408-5060 | des impress carefully final accounts! furiously regular deposits
   4627.46 | Supplier#000001742 | Nation21  |    189223 | Manufacturer#4            | sbLubkV9ZTNbLsak6yM4oMz                  | 31-253-408-5060 | des impress carefully final accounts! furiously regular deposits
   4627.46 | Supplier#000001742 | VIETNAM   |      9241 | Manufacturer#2            | sbLubkV9ZTNbLsak6yM4oMz                  | 31-253-408-5060 | des impress carefully final accounts! furiously regular deposits
   4627.46 | Supplier#000001742 | VIETNAM   |      9241 | Manufacturer#2            | sbLubkV9ZTNbLsak6yM4oMz                  | 31-253-408-5060 | des impress carefully final accounts! furiously regular deposits
   4627.46 | Supplier#000001742 | VIETNAM   |    189223 | Manufacturer#4            | sbLubkV9ZTNbLsak6yM4oMz                  | 31-253-408-5060 | des impress carefully final accounts! furiously regular deposits
   4627.46 | Supplier#000001742 | VIETNAM   |    189223 | Manufacturer#4            | sbLubkV9ZTNbLsak6yM4oMz                  | 31-253-408-5060 | des impress carefully final accounts! furiously regular deposits
   4614.07 | Supplier#000002995 | Nation21  |     22994 | Manufacturer#2            | RWgWCeIgsXXHgCxWZ5jd                     | 31-224-848-8404 | uests detect furiously! blithely bold excuses detect furiously carefull
   4614.07 | Supplier#000002995 | Nation21  |     22994 | Manufacturer#2            | RWgWCeIgsXXHgCxWZ5jd                     | 31-224-848-8404 | uests detect furiously! blithely bold excuses detect furiously carefull
   4614.07 | Supplier#000002995 | VIETNAM   |     22994 | Manufacturer#2            | RWgWCeIgsXXHgCxWZ5jd                     | 31-224-848-8404 | uests detect furiously! blithely bold excuses detect furiously carefull
   4614.07 | Supplier#000002995 | VIETNAM   |     22994 | Manufacturer#2            | RWgWCeIgsXXHgCxWZ5jd                     | 31-224-848-8404 | uests detect furiously! blithely bold excuses detect furiously carefull
   4599.04 | Supplier#000003244 | INDIA     |    140729 | Manufacturer#2            | F83AVb,jqnseMRZrl4UwlyixFKcPac           | 18-830-871-9838 | cial, even dependencies use carefully final, express somas. reques
   4599.04 | Supplier#000003244 | INDIA     |    140729 | Manufacturer#2            | F83AVb,jqnseMRZrl4UwlyixFKcPac           | 18-830-871-9838 | cial, even dependencies use carefully final, express somas. reques
   4599.04 | Supplier#000003244 | INDIA     |    140729 | Manufacturer#2            | F83AVb,jqnseMRZrl4UwlyixFKcPac           | 18-830-871-9838 | cial, even dependencies use carefully final, express somas. reques
   4599.04 | Supplier#000003244 | INDIA     |    140729 | Manufacturer#2            | F83AVb,jqnseMRZrl4UwlyixFKcPac           | 18-830-871-9838 | cial, even dependencies use carefully final, express somas. reques
   4599.04 | Supplier#000003244 | Nation8   |    140729 | Manufacturer#2            | F83AVb,jqnseMRZrl4UwlyixFKcPac           | 18-830-871-9838 | cial, even dependencies use carefully final, express somas. reques
   4599.04 | Supplier#000003244 | Nation8   |    140729 | Manufacturer#2            | F83AVb,jqnseMRZrl4UwlyixFKcPac           | 18-830-871-9838 | cial, even dependencies use carefully final, express somas. reques
   4582.83 | Supplier#000006753 | Nation6   |    106752 | Manufacturer#2            | vkoG26rE,dMq6n5 1tmQOW2wrU,xyXEahegZN,   | 16-508-617-7667 | unusual instructions according to the blithely pending excuses are about the accounts. express,
   4582.83 | Supplier#000006753 | Nation6   |    106752 | Manufacturer#2            | vkoG26rE,dMq6n5 1tmQOW2wrU,xyXEahegZN,   | 16-508-617-7667 | unusual instructions according to the blithely pending excuses are about the accounts. express,
   4553.50 | Supplier#000004482 | INDONESIA |    171964 | Manufacturer#3            | Dqr9bYhGZoPmPnONniROzNyiQ4H5JozVNnK      | 19-865-349-1537 | sly final packages are blithely. slyly unusual packages are final, unusual accounts. unusual packag
   4553.50 | Supplier#000004482 | INDONESIA |    171964 | Manufacturer#3            | Dqr9bYhGZoPmPnONniROzNyiQ4H5JozVNnK      | 19-865-349-1537 | sly final packages are blithely. slyly unusual packages are final, unusual accounts. unusual packag
   4553.50 | Supplier#000004482 | INDONESIA |    171964 | Manufacturer#3            | Dqr9bYhGZoPmPnONniROzNyiQ4H5JozVNnK      | 19-865-349-1537 | sly final packages are blithely. slyly unusual packages are final, unusual accounts. unusual packag
   4553.50 | Supplier#000004482 | INDONESIA |    171964 | Manufacturer#3            | Dqr9bYhGZoPmPnONniROzNyiQ4H5JozVNnK      | 19-865-349-1537 | sly final packages are blithely. slyly unusual packages are final, unusual accounts. unusual packag
   4549.09 | Supplier#000009863 | Nation6   |    127350 | Manufacturer#4            | kuoyUX809PXDD3D9LjAikJ5B3h               | 16-569-653-3211 | r packages. blithely regular excus
   4549.09 | Supplier#000009863 | Nation6   |    127350 | Manufacturer#4            | kuoyUX809PXDD3D9LjAikJ5B3h               | 16-569-653-3211 | r packages. blithely regular excus
   4546.91 | Supplier#000009798 | Nation5   |    187279 | Manufacturer#3            | VaBb,n0TkZBkB,r,UBDqK241uWZDcEb          | 15-283-773-6941 | sits are blithely pending accounts. dependencies across the eve
   4546.91 | Supplier#000009798 | Nation5   |    187279 | Manufacturer#3            | VaBb,n0TkZBkB,r,UBDqK241uWZDcEb          | 15-283-773-6941 | sits are blithely pending accounts. dependencies across the eve
   4544.18 | Supplier#000000233 | Nation6   |     35226 | Manufacturer#4            | Pu9mqssUjJNoqiGG4vfLTn3ENJnNPVrBNnXJM5Eb | 16-283-737-6972 | kly pending platelets sleep blithely along the ironic, 
   4544.18 | Supplier#000000233 | Nation6   |     35226 | Manufacturer#4            | Pu9mqssUjJNoqiGG4vfLTn3ENJnNPVrBNnXJM5Eb | 16-283-737-6972 | kly pending platelets sleep blithely along the ironic, 
   4515.80 | Supplier#000000060 | INDIA     |     85043 | Manufacturer#5            | cb08ntDTARo47WmnBcYXu                    | 18-550-360-2464 | thely express ideas use blithely 
   4515.80 | Supplier#000000060 | INDIA     |     85043 | Manufacturer#5            | cb08ntDTARo47WmnBcYXu                    | 18-550-360-2464 | thely express ideas use blithely 
   4515.80 | Supplier#000000060 | INDIA     |     85043 | Manufacturer#5            | cb08ntDTARo47WmnBcYXu                    | 18-550-360-2464 | thely express ideas use blithely 
   4515.80 | Supplier#000000060 | INDIA     |     85043 | Manufacturer#5            | cb08ntDTARo47WmnBcYXu                    | 18-550-360-2464 | thely express ideas use blithely 
   4515.80 | Supplier#000000060 | Nation8   |     85043 | Manufacturer#5            | cb08ntDTARo47WmnBcYXu                    | 18-550-360-2464 | thely express ideas use blithely 
   4515.80 | Supplier#000000060 | Nation8   |     85043 | Manufacturer#5            | cb08ntDTARo47WmnBcYXu                    | 18-550-360-2464 | thely express ideas use blithely 
   4469.20 | Supplier#000008126 | Nation6   |    120589 | Manufacturer#4            | sSdZzhtmGCaBsmEEtCK5b,k rF               | 16-198-508-4967 |  pending excuses. deposits across the ca
   4469.20 | Supplier#000008126 | Nation6   |    120589 | Manufacturer#4            | sSdZzhtmGCaBsmEEtCK5b,k rF               | 16-198-508-4967 |  pending excuses. deposits across the ca
   4469.17 | Supplier#000009429 | Nation5   |     49428 | Manufacturer#3            | LvcH9y3y5Q2XaN,vIo                       | 15-495-957-2715 | must wake slyly even packages. frays haggle bus
   4469.17 | Supplier#000009429 | Nation5   |     49428 | Manufacturer#3            | LvcH9y3y5Q2XaN,vIo                       | 15-495-957-2715 | must wake slyly even packages. frays haggle bus
   4464.67 | Supplier#000005900 | INDONESIA |     33396 | Manufacturer#3            | bx3tHCCW62OOsiFfBzbjc                    | 19-170-943-2800 | hely even excuses. slyly pending braids sleep quic
   4464.67 | Supplier#000005900 | INDONESIA |     33396 | Manufacturer#3            | bx3tHCCW62OOsiFfBzbjc                    | 19-170-943-2800 | hely even excuses. slyly pending braids sleep quic
   4464.67 | Supplier#000005900 | INDONESIA |     33396 | Manufacturer#3            | bx3tHCCW62OOsiFfBzbjc                    | 19-170-943-2800 | hely even excuses. slyly pending braids sleep quic
   4464.67 | Supplier#000005900 | INDONESIA |     33396 | Manufacturer#3            | bx3tHCCW62OOsiFfBzbjc                    | 19-170-943-2800 | hely even excuses. slyly pending braids sleep quic
   4441.07 | Supplier#000007942 | CHINA     |     52931 | Manufacturer#2            | vgBd9c9KUhLfkbhU                         | 28-874-122-3833 | sual accounts. quickly regular deposits are fluffily above the quickly final packag
   4441.07 | Supplier#000007942 | CHINA     |     52931 | Manufacturer#2            | vgBd9c9KUhLfkbhU                         | 28-874-122-3833 | sual accounts. quickly regular deposits are fluffily above the quickly final packag
   4441.07 | Supplier#000007942 | CHINA     |    107941 | Manufacturer#1            | vgBd9c9KUhLfkbhU                         | 28-874-122-3833 | sual accounts. quickly regular deposits are fluffily above the quickly final packag
   4441.07 | Supplier#000007942 | CHINA     |    107941 | Manufacturer#1            | vgBd9c9KUhLfkbhU                         | 28-874-122-3833 | sual accounts. quickly regular deposits are fluffily above the quickly final packag
   4422.77 | Supplier#000000302 | CHINA     |     12798 | Manufacturer#2            | ow8Io1JHkPnIAGCQYCWC                     | 28-734-845-8630 | tructions after the foxes cajole regularly ironic tithes. ruthless forges across the slyly express 
   4422.77 | Supplier#000000302 | CHINA     |     12798 | Manufacturer#2            | ow8Io1JHkPnIAGCQYCWC                     | 28-734-845-8630 | tructions after the foxes cajole regularly ironic tithes. ruthless forges across the slyly express 
   4402.82 | Supplier#000009182 | Nation21  |    184145 | Manufacturer#3            | z56kNgeqaWQ1kHFBp                        | 31-640-427-5006 | according to the quickly regular packages
   4402.82 | Supplier#000009182 | Nation21  |    184145 | Manufacturer#3            | z56kNgeqaWQ1kHFBp                        | 31-640-427-5006 | according to the quickly regular packages
   4402.82 | Supplier#000009182 | VIETNAM   |    184145 | Manufacturer#3            | z56kNgeqaWQ1kHFBp                        | 31-640-427-5006 | according to the quickly regular packages
   4402.82 | Supplier#000009182 | VIETNAM   |    184145 | Manufacturer#3            | z56kNgeqaWQ1kHFBp                        | 31-640-427-5006 | according to the quickly regular packages
   4390.89 | Supplier#000006015 | CHINA     |    103504 | Manufacturer#2            | gD r5B94LbZJMhWOezrUjy01NUeJOB4C7NoHSvHh | 28-913-465-6684 | use carefully even accounts. qui
   4390.89 | Supplier#000006015 | CHINA     |    103504 | Manufacturer#2            | gD r5B94LbZJMhWOezrUjy01NUeJOB4C7NoHSvHh | 28-913-465-6684 | use carefully even accounts. qui
   4369.69 | Supplier#000004280 | JAPAN     |     94279 | Manufacturer#4            | N9GaeX,haloaFXZbv8 GvkKLtmfEq            | 22-342-968-1844 | ests. quickly express excuses against the packages promise furiously according to the bli
   4369.69 | Supplier#000004280 | JAPAN     |     94279 | Manufacturer#4            | N9GaeX,haloaFXZbv8 GvkKLtmfEq            | 22-342-968-1844 | ests. quickly express excuses against the packages promise furiously according to the bli
   4369.69 | Supplier#000004280 | JAPAN     |    186725 | Manufacturer#2            | N9GaeX,haloaFXZbv8 GvkKLtmfEq            | 22-342-968-1844 | ests. quickly express excuses against the packages promise furiously according to the bli
   4369.69 | Supplier#000004280 | JAPAN     |    186725 | Manufacturer#2            | N9GaeX,haloaFXZbv8 GvkKLtmfEq            | 22-342-968-1844 | ests. quickly express excuses against the packages promise furiously according to the bli
   4369.13 | Supplier#000003683 | JAPAN     |    178648 | Manufacturer#1            | K,BCJ,GFMzwO318my5eeipXflhJhYdIbbU       | 22-565-903-4819 | posits. slyly even Tiresias along the blithely ironic excuses lose carefully about the blithely eve
   4369.13 | Supplier#000003683 | JAPAN     |    178648 | Manufacturer#1            | K,BCJ,GFMzwO318my5eeipXflhJhYdIbbU       | 22-565-903-4819 | posits. slyly even Tiresias along the blithely ironic excuses lose carefully about the blithely eve
   4356.85 | Supplier#000004714 | Nation21  |    127177 | Manufacturer#5            | IKRla2xArMmR4p3Mbn8JV8g0                 | 31-544-746-3697 | r the furiously express packages are quickly enticing, regular pinto beans. spec
   4356.85 | Supplier#000004714 | Nation21  |    127177 | Manufacturer#5            | IKRla2xArMmR4p3Mbn8JV8g0                 | 31-544-746-3697 | r the furiously express packages are quickly enticing, regular pinto beans. spec
   4356.85 | Supplier#000004714 | VIETNAM   |    127177 | Manufacturer#5            | IKRla2xArMmR4p3Mbn8JV8g0                 | 31-544-746-3697 | r the furiously express packages are quickly enticing, regular pinto beans. spec
   4356.85 | Supplier#000004714 | VIETNAM   |    127177 | Manufacturer#5            | IKRla2xArMmR4p3Mbn8JV8g0                 | 31-544-746-3697 | r the furiously express packages are quickly enticing, regular pinto beans. spec
   4336.46 | Supplier#000001464 | INDIA     |     51463 | Manufacturer#3            | yZoKE4Ac8szLlvH0cYaqp6paOV               | 18-984-442-6908 | . even, even ideas wake abo
   4336.46 | Supplier#000001464 | INDIA     |     51463 | Manufacturer#3            | yZoKE4Ac8szLlvH0cYaqp6paOV               | 18-984-442-6908 | . even, even ideas wake abo
   4336.46 | Supplier#000001464 | INDIA     |     51463 | Manufacturer#3            | yZoKE4Ac8szLlvH0cYaqp6paOV               | 18-984-442-6908 | . even, even ideas wake abo
   4336.46 | Supplier#000001464 | INDIA     |     51463 | Manufacturer#3            | yZoKE4Ac8szLlvH0cYaqp6paOV               | 18-984-442-6908 | . even, even ideas wake abo
   4336.46 | Supplier#000001464 | Nation8   |     51463 | Manufacturer#3            | yZoKE4Ac8szLlvH0cYaqp6paOV               | 18-984-442-6908 | . even, even ideas wake abo
   4336.46 | Supplier#000001464 | Nation8   |     51463 | Manufacturer#3            | yZoKE4Ac8szLlvH0cYaqp6paOV               | 18-984-442-6908 | . even, even ideas wake abo
   4320.26 | Supplier#000008019 | Nation14  |    188018 | Manufacturer#1            | mCLo M9G6yfyeJ6loXFlZrnm0ULI M9G1Jwk8CU  | 24-238-272-6799 | olites use slyly from the even, regular pinto beans. pending, regular deposits haggle against
   4320.26 | Supplier#000008019 | Nation14  |    188018 | Manufacturer#1            | mCLo M9G6yfyeJ6loXFlZrnm0ULI M9G1Jwk8CU  | 24-238-272-6799 | olites use slyly from the even, regular pinto beans. pending, regular deposits haggle against
   4302.26 | Supplier#000003844 | Nation13  |     33843 | Manufacturer#2            | flYrwpli7eUMIv                           | 23-857-948-7743 | oxes. even depths are furiously against the slyly regular theodolites. final asymptotes doze a
   4302.26 | Supplier#000003844 | Nation13  |     33843 | Manufacturer#2            | flYrwpli7eUMIv                           | 23-857-948-7743 | oxes. even depths are furiously against the slyly regular theodolites. final asymptotes doze a
   4301.53 | Supplier#000002958 | Nation5   |    107937 | Manufacturer#5            | XNcxw,EjCJrTOqk3                         | 15-451-727-3089 | slyly ironic packages haggle ideas. silent theodolites integrate blithely. theodolites against the e
   4301.53 | Supplier#000002958 | Nation5   |    107937 | Manufacturer#5            | XNcxw,EjCJrTOqk3                         | 15-451-727-3089 | slyly ironic packages haggle ideas. silent theodolites integrate blithely. theodolites against the e
   4262.91 | Supplier#000008202 | Nation13  |     53191 | Manufacturer#2            | iNrnLVPL1q9qiY4nTcIVSh                   | 23-831-880-9272 | e blithely carefully ironic reques
   4262.91 | Supplier#000008202 | Nation13  |     53191 | Manufacturer#2            | iNrnLVPL1q9qiY4nTcIVSh                   | 23-831-880-9272 | e blithely carefully ironic reques
   4239.95 | Supplier#000000691 | JAPAN     |    143148 | Manufacturer#4            | XU1STWHllW5I5Rw9X,jsZi7X7M 4             | 22-930-512-3497 | to beans nag around the careful accounts. ideas integrate: daringly ironic pack
   4239.95 | Supplier#000000691 | JAPAN     |    143148 | Manufacturer#4            | XU1STWHllW5I5Rw9X,jsZi7X7M 4             | 22-930-512-3497 | to beans nag around the careful accounts. ideas integrate: daringly ironic pack
   4202.35 | Supplier#000001749 | Nation6   |     79241 | Manufacturer#5            |  NQpuJ3JXjn7fzJW1jmC5SqvgAwP6GHEm7c      | 16-227-721-6187 | arefully unusual tithes. regular pinto beans wake bravely. even asymptotes wake about the sl
   4202.35 | Supplier#000001749 | Nation6   |     79241 | Manufacturer#5            |  NQpuJ3JXjn7fzJW1jmC5SqvgAwP6GHEm7c      | 16-227-721-6187 | arefully unusual tithes. regular pinto beans wake bravely. even asymptotes wake about the sl
   4196.26 | Supplier#000000700 | Nation5   |    198180 | Manufacturer#1            | K5l3kvvjnRQJJ,                           | 15-648-846-4789 | es haggle quickly. slyly bold ideas serve at the regular attai
   4196.26 | Supplier#000000700 | Nation5   |    198180 | Manufacturer#1            | K5l3kvvjnRQJJ,                           | 15-648-846-4789 | es haggle quickly. slyly bold ideas serve at the regular attai
   4181.07 | Supplier#000006026 | INDIA     |     71011 | Manufacturer#2            | GJnwCYGwSA FQDk,VV LtjlIKY               | 18-852-661-1445 | ests haggle pending theodolites. carefully final packages haggle quickly blit
   4181.07 | Supplier#000006026 | INDIA     |     71011 | Manufacturer#2            | GJnwCYGwSA FQDk,VV LtjlIKY               | 18-852-661-1445 | ests haggle pending theodolites. carefully final packages haggle quickly blit
   4181.07 | Supplier#000006026 | INDIA     |     71011 | Manufacturer#2            | GJnwCYGwSA FQDk,VV LtjlIKY               | 18-852-661-1445 | ests haggle pending theodolites. carefully final packages haggle quickly blit
   4181.07 | Supplier#000006026 | INDIA     |     71011 | Manufacturer#2            | GJnwCYGwSA FQDk,VV LtjlIKY               | 18-852-661-1445 | ests haggle pending theodolites. carefully final packages haggle quickly blit
   4181.07 | Supplier#000006026 | INDIA     |    143511 | Manufacturer#4            | GJnwCYGwSA FQDk,VV LtjlIKY               | 18-852-661-1445 | ests haggle pending theodolites. carefully final packages haggle quickly blit
   4181.07 | Supplier#000006026 | INDIA     |    143511 | Manufacturer#4            | GJnwCYGwSA FQDk,VV LtjlIKY               | 18-852-661-1445 | ests haggle pending theodolites. carefully final packages haggle quickly blit
   4181.07 | Supplier#000006026 | INDIA     |    143511 | Manufacturer#4            | GJnwCYGwSA FQDk,VV LtjlIKY               | 18-852-661-1445 | ests haggle pending theodolites. carefully final packages haggle quickly blit
   4181.07 | Supplier#000006026 | INDIA     |    143511 | Manufacturer#4            | GJnwCYGwSA FQDk,VV LtjlIKY               | 18-852-661-1445 | ests haggle pending theodolites. carefully final packages haggle quickly blit
   4181.07 | Supplier#000006026 | Nation8   |     71011 | Manufacturer#2            | GJnwCYGwSA FQDk,VV LtjlIKY               | 18-852-661-1445 | ests haggle pending theodolites. carefully final packages haggle quickly blit
   4181.07 | Supplier#000006026 | Nation8   |     71011 | Manufacturer#2            | GJnwCYGwSA FQDk,VV LtjlIKY               | 18-852-661-1445 | ests haggle pending theodolites. carefully final packages haggle quickly blit
   4181.07 | Supplier#000006026 | Nation8   |    143511 | Manufacturer#4            | GJnwCYGwSA FQDk,VV LtjlIKY               | 18-852-661-1445 | ests haggle pending theodolites. carefully final packages haggle quickly blit
   4181.07 | Supplier#000006026 | Nation8   |    143511 | Manufacturer#4            | GJnwCYGwSA FQDk,VV LtjlIKY               | 18-852-661-1445 | ests haggle pending theodolites. carefully final packages haggle quickly blit
   4161.31 | Supplier#000007660 | JAPAN     |     27659 | Manufacturer#4            | q0w4EwU7MseVbhDR1A                       | 22-819-312-9279 | ss packages shall have to use ironic, final accounts. quietly p
   4161.31 | Supplier#000007660 | JAPAN     |     27659 | Manufacturer#4            | q0w4EwU7MseVbhDR1A                       | 22-819-312-9279 | ss packages shall have to use ironic, final accounts. quietly p
   4146.17 | Supplier#000008157 | Nation6   |      8156 | Manufacturer#4            | 4Bvf6EF0Ne                               | 16-453-869-2487 | ess ideas. slyly unusual pinto beans cajol
   4146.17 | Supplier#000008157 | Nation6   |      8156 | Manufacturer#4            | 4Bvf6EF0Ne                               | 16-453-869-2487 | ess ideas. slyly unusual pinto beans cajol
   4142.33 | Supplier#000007979 | INDONESIA |     57978 | Manufacturer#4            | aTz0O9HIdoStxpU,8D                       | 19-787-181-5082 | nts. slyly express packages sleep blithely permanent sentiments. packages believe a
   4142.33 | Supplier#000007979 | INDONESIA |     57978 | Manufacturer#4            | aTz0O9HIdoStxpU,8D                       | 19-787-181-5082 | nts. slyly express packages sleep blithely permanent sentiments. packages believe a
   4142.33 | Supplier#000007979 | INDONESIA |     57978 | Manufacturer#4            | aTz0O9HIdoStxpU,8D                       | 19-787-181-5082 | nts. slyly express packages sleep blithely permanent sentiments. packages believe a
   4142.33 | Supplier#000007979 | INDONESIA |     57978 | Manufacturer#4            | aTz0O9HIdoStxpU,8D                       | 19-787-181-5082 | nts. slyly express packages sleep blithely permanent sentiments. packages believe a
   4142.33 | Supplier#000007979 | INDONESIA |    152948 | Manufacturer#1            | aTz0O9HIdoStxpU,8D                       | 19-787-181-5082 | nts. slyly express packages sleep blithely permanent sentiments. packages believe a
   4142.33 | Supplier#000007979 | INDONESIA |    152948 | Manufacturer#1            | aTz0O9HIdoStxpU,8D                       | 19-787-181-5082 | nts. slyly express packages sleep blithely permanent sentiments. packages believe a
